track_index,dj_play_count,color,artwork,bpm,year,title,tag,artist,rating,album,time,date_added,key,genre
489,1,,,95,2014,Don't,Funk / Top 40/Pop / Retro/Oud / Playlisted,Ed Sheeran,     ,Nederlandse TOP 40 2014 * WEEK 29 *,3:37,8/20/2014,,Top 40
490,2,,,127.78,2014,Five hours,EDM Main / Top 40/Pop / Electro House / Playlisted,Deorro,     ,Nederlandse TOP 40 2014 * WEEK 28 *,2:46,8/20/2014,,Top 40
491,19,,,125,2014,Lovers on the sun,EDM Main / Top 40/Pop / Progressive / Vocal/Meezinger / Playlisted / PARTY!!!,David Guetta ft. Sam Martin,*****,Nederlandse TOP 40 2014 * WEEK 29 *,3:23,8/20/2014,,Top 40
492,1,,,130,2014,Break free,EDM Main / Top 40/Pop / Progressive / Playlisted,Ariana Grande ft. Zedd,**** ,Nederlandse TOP 40 2014 * WEEK 30 *,3:34,8/20/2014,,Top 40
493,34,,,128,2014,Salsa tequila,Dance / Top 40/Pop / White / Playlisted / PARTY!!!,Anders Nilsen,*****,Nederlandse TOP 40 2014 * WEEK 28 *,3:18,8/20/2014,,Top 40
494,2,,,117,2014,She moves (far away),Dance / Top 40/Pop / Latin/Balkan / Playlisted,Alle Farben ft. Graham Candy,     ,Nederlandse TOP 40 2014 * WEEK 31 *,3:03,8/20/2014,3m,Top 40
495,15,,,96,2013,This Is How We Do,Dance / Top 40/Pop / White / Playlisted,Katy Perry,**** ,Prism,3:24,8/21/2014,,Pop
496,49,,,123.01,2014,Fireball (feat. John Ryan),Latin / Dance / Top 40/Pop / Latin/Balkan / Urban / Playlisted,Pitbull,**** ,Fireball (feat. John Ryan) - Single,3:55,8/21/2014,,Pop
497,3,,,119.97,2014,Shower,Hip Hop / Top 40/Pop / Playlisted,Becky G,*****,Shower - Single,3:26,8/21/2014,,Pop
498,2,,,92,2014,Boom Clap,Hip Hop / Top 40/Pop / Playlisted,Charli XCX,***  ,The Fault In Our Stars (Music From the Motion Picture),2:49,8/21/2014,,Soundtrack
499,9,,,130.03,2014,Anaconda,Hip Hop / Trap / Top 40/Pop / Playlisted,Nicki Minaj,**** ,Anaconda - Single,4:20,8/30/2014,,Hip-Hop/Rap
500,0,,,134.99,2014,The miracle (of Joey Ramone),Top 40/Pop / Playlisted,U2,     ,Nederlandse TOP 40 2014 * WEEK 39 *,4:15,10/14/2014,,
501,0,,,83.5,2014,Superheroes,Top 40/Pop / Playlisted,The Script,     ,Nederlandse TOP 40 2014 * WEEK 32 *,4:04,10/14/2014,,Top 40
502,3,,,80,2014,Shake it off,Top 40/Pop / Playlisted,Taylor Swift,     ,Nederlandse TOP 40 2014 * WEEK 36 *,3:37,10/14/2014,,Top 40
503,0,,,171,2014,Changing,Top 40/Pop / Playlisted,Sigma ft. Paloma Faith,     ,Nederlandse TOP 40 2014 * WEEK 39 *,3:22,10/14/2014,,
504,0,,,163.97,2014,I'm not the only one,Top 40/Pop / Playlisted,Sam Smith,     ,Nederlandse TOP 40 2014 * WEEK 41 *,3:59,10/14/2014,,Top 40
505,9,,,123,2014,Fireball,Top 40/Pop / Playlisted,Pitbull ft. John Ryan,     ,Nederlandse TOP 40 2014 * WEEK 32 *,3:54,10/14/2014,,Top 40
506,0,,,128,2014,Parachute,Top 40/Pop / Playlisted,Otto Knows,     ,Nederlandse TOP 40 2014 * WEEK 39 *,3:22,10/14/2014,,
507,1,,,128,2014,Koala,Top 40/Pop / Playlisted,Oliver Heldens,     ,Nederlandse TOP 40 2014 * WEEK 33 *,3:17,10/14/2014,,Top 40
508,21,,,94,2014,Sexy als ik dans,Fout / Top 40/Pop / Playlisted,Nielson,     ,Nederlandse TOP 40 2014 * WEEK 36 *,3:34,10/14/2014,,Nederlands
509,0,,,130,2014,Anaconda,Top 40/Pop / Playlisted,Nicki Minaj,     ,Nederlandse TOP 40 2014 * WEEK 40 *,4:20,10/14/2014,,Top 40
510,0,,,117.22,2014,Nothing really matters,Top 40/Pop / Playlisted,Mr. Probz,     ,Nederlandse TOP 40 2014 * WEEK 41 *,3:42,10/14/2014,,Top 40
511,1,,,123,2014,Outlines,Top 40/Pop / Playlisted,Mike Mago & Dragonette,     ,Nederlandse TOP 40 2014 * WEEK 38 *,4:33,10/14/2014,,Top 40
512,4,,,134,2014,All about that bass,Fout / Top 40/Pop / Playlisted,Meghan Trainor,***  ,Nederlandse TOP 40 2014 * WEEK 36 *,3:07,10/14/2014,,Top 40
513,0,,,95,2014,Animals,Top 40/Pop / Playlisted,Maroon 5,     ,Nederlandse TOP 40 2014 * WEEK 37 *,3:49,10/14/2014,,Top 40
514,0,,,100,2014,Cut Your Teeth (Radio Edit),Top 40/Pop / Playlisted,Kygo & Kyla La Grange,     ,Nederlandse TOP 40 2014 * WEEK 37 *,3:47,10/14/2014,,Top 40
515,0,,,152,2014,All for nothing,Top 40/Pop / Playlisted,Kensington,     ,Nederlandse TOP 40 2014 * WEEK 35 *,3:46,10/14/2014,,Top 40
516,6,,,96,2014,This is how we do!,Dance / Top 40/Pop / Urban / Playlisted,Katy Perry,     ,Nederlandse TOP 40 2014 * WEEK 35 *,3:24,10/14/2014,,Top 40
517,0,,,75,2014,Bang bang,Top 40/Pop / Playlisted,"Jessie J, Ariana Grande & Nicki Minaj",     ,Nederlandse TOP 40 2014 * WEEK 33 *,3:17,10/14/2014,,Top 40
518,0,,,140,2014,Handen omhoog,Top 40/Pop / Playlisted,Jan Smit ft. Kraantje Pappie,     ,Nederlandse TOP 40 2014 * WEEK 41 *,2:33,10/14/2014,,Nederlands
519,0,,,123,2014,Jij & ik,Top 40/Pop / Playlisted,Jan Smit,     ,Nederlandse TOP 40 2014 * WEEK 35 *,2:51,10/14/2014,,Nederlands
520,0,,,82,2014,Black widow,Top 40/Pop / Playlisted,Iggy Azalea ft. Rita Ora,*****,Nederlandse TOP 40 2014 * WEEK 38 *,3:29,10/14/2014,,Top 40
521,0,,,90.5,2014,Fire,Top 40/Pop / Playlisted,Gavin DeGraw,     ,Nederlandse TOP 40 2014 * WEEK 35 *,3:48,10/14/2014,,Top 40
522,0,,,105,2014,Ghost,Top 40/Pop / Playlisted,Ella Henderson,     ,Nederlandse TOP 40 2014 * WEEK 33 *,3:36,10/14/2014,,Top 40
523,0,,,130,2014,Cool kids,Top 40/Pop / Playlisted,Echosmith,***  ,Nederlandse TOP 40 2014 * WEEK 40 *,3:56,10/14/2014,,Top 40
524,0,,,164.94,2014,Fall,Top 40/Pop / Playlisted,Dotan,     ,Nederlandse TOP 40 2014 * WEEK 41 *,4:11,10/14/2014,,Top 40
525,0,,,92,2014,Boom clap,Top 40/Pop / Playlisted,Charli XCX,     ,Nederlandse TOP 40 2014 * WEEK 32 *,2:47,10/14/2014,,Top 40
526,2,,,128,2014,Blame,Top 40/Pop / Playlisted,Calvin Harris ft. John Newman,     ,Nederlandse TOP 40 2014 * WEEK 38 *,3:31,10/14/2014,,Top 40
527,1,,,120,2014,Shower,Top 40/Pop / Playlisted,Becky G,     ,Nederlandse TOP 40 2014 * WEEK 34 *,3:26,10/14/2014,,Top 40
528,0,,,95,2014,Places to go,Top 40/Pop / Playlisted,Anouk,     ,Nederlandse TOP 40 2014 * WEEK 38 *,3:45,10/14/2014,,Top 40
529,0,,,126,2014,Heroes (we could be),Top 40/Pop / Playlisted,Alesso ft. Tove Lo,     ,Nederlandse TOP 40 2014 * WEEK 40 *,3:29,10/14/2014,,Top 40
530,1,,,122,2014,Sunlight,Top 40/Pop / Playlisted,The Magician ft. Years & Years,     ,Nederlandse TOP 40 2014 * WEEK 42 *,3:13,11/6/2014,,Top 40
531,3,,,142,2014,Geronimo,Top 40/Pop / Playlisted,Sheppard,     ,Nederlandse TOP 40 2014 * WEEK 43 *,3:38,11/6/2014,,Top 40
532,0,,,77.2,2014,Steal my girl,Top 40/Pop / Playlisted,One Direction,     ,Nederlandse TOP 40 2014 * WEEK 43 *,3:46,11/6/2014,,Top 40
533,0,,,128.88,2014,Young again,Top 40/Pop / Playlisted,Hardwell ft. Chris Jones,     ,Nederlandse TOP 40 2014 * WEEK 44 *,3:38,11/6/2014,,Top 40
534,0,,,79,2014,Thinking out loud,Top 40/Pop / Playlisted,Ed Sheeran,     ,Nederlandse TOP 40 2014 * WEEK 42 *,4:38,11/6/2014,,Top 40
535,0,,,92,2014,Dangerous,Top 40/Pop / Playlisted,David Guetta ft. Sam Martin,     ,Nederlandse TOP 40 2014 * WEEK 43 *,3:23,11/6/2014,,Top 40
536,0,,,127,2014,The days,Top 40/Pop / Playlisted,Avicii,     ,Nederlandse TOP 40 2014 * WEEK 42 *,4:36,11/6/2014,,Top 40
537,10,,,128,2014,Im an albatraoz,Top 40/Pop / Playlisted / PARTY!!!,Aronchupa,**** ,Nederlandse TOP 40 2014 * WEEK 44 *,2:46,11/6/2014,,Top 40
538,0,,,100,2014,Baby don't lie,Top 40/Pop / Playlisted,Gwen Stefani,     ,Nederlandse TOP 40 2014 * WEEK 45 *,3:22,11/20/2014,,Top 40
539,1,,,128,2014,Virus (How about now),Top 40/Pop / Playlisted,Martin Garrix & Moti,     ,Nederlandse TOP 40 2014 * WEEK 45 *,3:15,11/20/2014,,Top 40
540,1,,,109.06,2014,When the beat drops out,Top 40/Pop / Playlisted,Marion Roudette,     ,Nederlandse TOP 40 2014 * WEEK 45 *,3:24,11/20/2014,,Top 40
541,0,,,126,2014,War,Top 40/Pop / Playlisted,Kensington,***  ,Nederlandse TOP 40 2014 * WEEK 46 *,2:56,11/20/2014,,Top 40
542,0,,,120,2014,Mistakes I've made,Top 40/Pop / Playlisted,Eelke Kleijn,     ,Nederlandse TOP 40 2014 * WEEK 46 *,3:29,11/20/2014,,Top 40
543,0,,,117.53,2014,The chamber,Top 40/Pop / Playlisted,Lenny Kravitz,     ,Nederlandse TOP 40 2014 * WEEK 46 *,4:56,11/20/2014,,Top 40
544,1,,,128.03,2014,Outside,Top 40/Pop / Playlisted,Calvin Harris ft. Ellie Goulding,**** ,Nederlandse TOP 40 2014 * WEEK 48 *,3:46,12/4/2014,,Top 40
545,0,,,99,2014,Love me harder,Top 40/Pop / Playlisted,Ariana Grande ft. The Weeknd,     ,Nederlandse TOP 40 2014 * WEEK 48 *,3:56,12/4/2014,,Top 40
546,0,,,145,2014,Till it hurts,Top 40/Pop / Playlisted,Yellow Claw ft. Ayden,     ,Nederlandse TOP 40 2014 * WEEK 48 *,3:08,12/4/2014,,Top 40
547,0,,,108,2014,I bet my life,Top 40/Pop / Playlisted,Imagine Dragons,     ,Nederlandse TOP 40 2014 * WEEK 48 *,3:12,12/4/2014,,Top 40
548,1,,,128,2014,Sweets (Soda pop),House / EDM Main / Top 40/Pop / Future / Playlisted,Fox Stevenson,     ,Nederlandse TOP 40 2014 * WEEK 48 *,4:55,12/4/2014,,Top 40
549,0,,,142.51,2014,Brick by brick,Top 40/Pop / Playlisted,Racoon,     ,Nederlandse TOP 40 2014 * WEEK 48 *,3:44,12/4/2014,,Top 40
550,0,,,156,2014,No good in goodbye,Top 40/Pop / Playlisted,The Script,     ,Nederlandse TOP 40 2014 * WEEK 47 *,5:06,12/4/2014,,Top 40
551,0,,,129.04,2014,Take me to church,Top 40/Pop / Playlisted,Hozier,     ,Nederlandse TOP 40 2014 * WEEK 47 *,4:00,12/4/2014,,Top 40
552,23,,,115,2014,Uptown funk!,Top 40/Pop / White / Playlisted,Mark Ronson ft. Bruno Mars,     ,Nederlandse TOP 40 2014 * WEEK 47 *,4:30,12/4/2014,,Top 40
553,0,,,155.75,2014,No good in goodbye,Top 40/Pop / Playlisted,The Script,     ,Nederlandse TOP 40 2014 * WEEK 47 *,5:03,12/4/2014,,Top 40
554,3,,,118,2014,Dans Met Mij (Feat. Willem),Top 40/Pop / White / Hack Tag,Gers Pardoel,**** ,De Toekomst Is Van Ons,3:18,12/4/2014,,Pop
555,0,,,119,2014,Fade out lines,Top 40/Pop / Playlisted,The Avener,     ,Nederlandse TOP 40 2014 * WEEK 50 *,4:34,12/16/2014,,Top 40
556,0,,,139,2014,Lips Are Movin,Fout / Top 40/Pop / Playlisted,Meghan Trainor,     ,Nederlandse TOP 40 2014 * WEEK 49 *,3:01,12/16/2014,,Top 40
557,0,,,112,2014,Ink,Top 40/Pop / Playlisted,Coldplay,     ,Nederlandse TOP 40 2014 * WEEK 50 *,3:45,12/16/2014,,Top 40
558,1,,,122,2014,Wrapped up,Dance / Top 40/Pop / White / Playlisted,Olly Murs ft. Travie McCoy,**** ,Nederlandse TOP 40 2014 * WEEK 51 *,3:05,1/15/2015,,Top 40
559,0,,,96.02,2014,Santa tell me,Top 40/Pop / Playlisted,Ariana Grande,     ,Nederlandse TOP 40 2014 * WEEK 51 *,3:24,1/15/2015,,Top 40
560,2,,,128,2014,Shut up + dance,Dance / Top 40/Pop / White / Playlisted,Walk The Moon,***  ,Nederlandse TOP 40 2014 * WEEK 51 *,3:17,1/15/2015,,Top 40
561,0,,,114,2014,Firestone,Top 40/Pop / Playlisted,Kygo ft. Conrad,     ,Nederlandse TOP 40 2014 * WEEK 51 *,4:32,1/15/2015,,Top 40
562,0,,,86,2014,Walk along,Top 40/Pop / Playlisted,Trijntje Oosterhuis,     ,Nederlandse TOP 40 2014 * WEEK 51 *,3:03,1/15/2015,,Top 40
563,0,,,92,2015,Magic,Top 40/Pop / Playlisted,O'G3NE,     ,Nederlandse TOP 40 2015 * WEEK 02 *,2:53,1/15/2015,,Top 40
564,0,,,126,2015,The Nights,Top 40/Pop / Playlisted,Avicii,     ,Nederlandse TOP 40 2015 * WEEK 02 *,2:55,1/15/2015,,Top 40
565,0,,,135,2015,Hold Back the River,Top 40/Pop / Playlisted,James Bay,     ,Nederlandse TOP 40 2015 * WEEK 02 *,3:58,1/15/2015,,Top 40
566,15,,,126,2015,Runaway (U & I),Dance / Top 40/Pop / White / Playlisted,Galantis,**** ,Nederlandse TOP 40 2015 * WEEK 01 *,3:47,1/15/2015,,Top 40
567,0,,,96,2015,Blank Space,Top 40/Pop / Playlisted,Taylor Swift,***  ,Nederlandse TOP 40 2015 * WEEK 01 *,3:51,1/15/2015,,Top 40
568,0,,,148,2015,Ik zoek alleen mezelf,Top 40/Pop / Playlisted,Miss Montreal & Paskal Jakobsen,     ,Nederlandse TOP 40 2015 * WEEK 04 *,3:29,1/27/2015,,Nederlands
569,0,,,140,2015,Iron sky,Top 40/Pop / Playlisted,Paolo Nutini,     ,Nederlandse TOP 40 2015 * WEEK 04 *,6:11,1/27/2015,,Top 40
570,0,,,107.99,2015,Hold me,Top 40/Pop / Playlisted,Anouk & Douwe Bob,     ,Nederlandse TOP 40 2015 * WEEK 04 *,3:49,1/27/2015,,Top 40
571,16,,,118,2015,Cheerleader (Felix Jaehn Remix),Dance / Top 40/Pop / White / Playlisted / PARTY!!!,Omi,**** ,Nederlandse TOP 40 2015 * WEEK 03 *,3:00,1/27/2015,,Top 40
572,0,,,102.53,2015,Riptide,Top 40/Pop / Playlisted,Vance Joy,     ,Nederlandse TOP 40 2015 * WEEK 03 *,3:21,1/27/2015,,Top 40
573,0,,,112,2014,Me Be Your Lover ft. Anthony Touma,Dance / Top 40/Pop / Latin/Balkan / Urban / Playlisted,Enrique Iglesias ,**** ,Me Be Your Lover ft. Anthony Touma,3:29,1/27/2015,,Pop
574,6,,,120,2014,Sugar,Funk / Dance / Top 40/Pop / Retro/Oud / White / Playlisted,Maroon 5,     ,V (Deluxe Version),3:55,1/27/2015,,Pop
575,6,,,120,0,King,Dance / Top 40/Pop / White / Playlisted,Years & Years,**** ,Nederlandse TOP 40 2015 * WEEK 06 *,3:33,2/26/2015,,
576,0,,,80,0,Earned it,Hip Hop / Top 40/Pop / Playlisted,The Weeknd,**   ,Nederlandse TOP 40 2015 * WEEK 06 *,4:09,2/26/2015,,
577,0,,,100,2015,Like I can,Dance / Top 40/Pop / White / Playlisted,Sam Smith,***  ,Nederlandse TOP 40 2015 * WEEK 08 *,2:47,2/26/2015,,Top 40
578,0,,,102.98,0,FourFiveSeconds,Top 40/Pop / Playlisted,"Rihanna, Kanye West & Paul McCartney",     ,Nederlandse TOP 40 2015 * WEEK 06 *,3:08,2/26/2015,,
579,16,,,124,2015,Time of our lives,Dance / Top 40/Pop / Urban / Playlisted,Pitbull & Ne-Yo,*****,Nederlandse TOP 40 2015 * WEEK 07 *,3:49,2/26/2015,,Top 40
580,6,,,120,0,Sugar,Dance / Top 40/Pop / White / Playlisted,Maroon 5,     ,Nederlandse TOP 40 2015 * WEEK 06 *,3:52,2/26/2015,,
581,2,,,121,2015,Are you with me,House / Top 40/Pop / Deep / Playlisted,Lost Frequencies,**** ,Nederlandse TOP 40 2015 * WEEK 07 *,2:18,2/26/2015,,Top 40
582,8,,,98,2015,You know you like it,Hip Hop / Moombah / Reggaeton / Top 40/Pop / Alternative/Indie / Playlisted / PARTY!!!,DJ Snake & AlunaGeorge,*****,Nederlandse TOP 40 2015 * WEEK 07 *,4:07,2/26/2015,,Top 40
583,1,,,102,2015,Teach me how to dance with you,Top 40/Pop / Playlisted,Causes,     ,Nederlandse TOP 40 2015 * WEEK 08 *,3:24,2/26/2015,,Top 40
584,0,,,100,2014,Christine,Top 40/Pop / Hack Tag,Christine and the Queens,     ,Chaleur humaine,3:54,3/10/2015,,Pop
585,49,,,103.99,0,SMASH MOUTH-Hey Man!!!(samaya krutaya pesnya iz SHreka!!))  www.mp3c.cc ,Top 40/Pop / Campus / Playlisted,,*****,,3:21,3/19/2015,,Other
586,4,,,174.04,0,Lustra-Scotty-Doesnt-Know,Top 40/Pop / Campus / Playlisted,no artist,     ,no title,2:56,3/19/2015,,metal
587,2,,,143.8,2005,Dirty Little Secret,Top 40/Pop / Campus / Playlisted,The All American Rejects,     ,Move Along,3:13,3/19/2015,,
588,8,,,100.01,2008,Gives You Hell,Top 40/Pop / Campus / Playlisted,The All-American Rejects,     ,,3:35,3/19/2015,,Punk
589,2,,,157.85,1994,Come Out And Play,Top 40/Pop / Campus / Playlisted,The Offspring,     ,Smash,3:17,3/19/2015,,Pop Punk
590,3,,,90.03,2000,Come Out Swinging,Top 40/Pop / Campus / Playlisted,The Offspring,     ,Conspiracy Of One,2:47,3/19/2015,,Pop Punk
591,3,,,173.77,0,Ocean Avenue,Top 40/Pop / Campus / Playlisted,Yellow Card,     ,,3:18,3/19/2015,,
592,8,,,117.99,2004,Stacy's Mom,Top 40/Pop / Campus / Playlisted,Fountains Of Wayne,     ,Grammy Nominees 2004,3:19,3/19/2015,,Pop
593,1,,,147.65,1999,All The Small Things,Top 40/Pop / Campus / Playlisted,Blink 182,     ,Enema of the State,2:48,3/19/2015,,Pop-Punk
594,2,,,114.5,2005,Dance Dance (DJ Quest) 114.5 BPM,Top 40/Pop / Campus / Playlisted,Fallout Boy,     ,Ximer Volume 20,4:32,3/19/2015,,Club
595,2,,,162,2005,"Sugar, We're Goin' Down",Top 40/Pop / Campus / Playlisted,Fall Out Boy,     ,From Under The Cork Tree,3:49,3/19/2015,,Punk Rock
596,2,,,100,2007,"This Ain`t A Scene, It`s An Arms Race",Top 40/Pop / Campus / Playlisted,Fall Out Boy,     ,Infinity On High,3:32,3/19/2015,,Alternative
597,3,,,101.89,2001,Fuck Authority,Top 40/Pop / Campus / Playlisted,Pennywise,     ,Land Of The Free?,3:18,3/19/2015,,Punk Rock
598,3,,,76.51,0,"Dom, Lomp & Famous",Top 40/Pop / Hack Tag,The Opposites,     ,,3:43,3/24/2015,9d,
599,1,,,93.98,2015,Parijs,Top 40/Pop / Playlisted,Kenny B,     ,Nederlandse TOP 40 2015 * WEEK 15 *,3:13,5/12/2015,,Nederlands
600,0,,,128,2015,Forbidden voices,Top 40/Pop / Playlisted,Martin Garrix,     ,Nederlandse TOP 40 2015 * WEEK 15 *,3:49,5/12/2015,,Top 40
601,0,,,105,2015,Somebody,Top 40/Pop / Playlisted,Natalie La Rose ft. Jeremih,     ,Nederlandse TOP 40 2015 * WEEK 15 *,3:09,5/12/2015,,Top 40
602,0,,,80,2015,See you again,Top 40/Pop / Playlisted,Wiz Khalifa ft. Charlie Puth,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:48,5/12/2015,,Top 40
603,0,,,120,2015,Pray to God,Top 40/Pop / Playlisted,Calvin Harris ft. Haim,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:52,5/12/2015,,Top 40
604,0,,,123,2015,Hold my hand,Top 40/Pop / Playlisted,Jess Glynne,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:47,5/12/2015,,Top 40
605,0,,,128,2015,Secrets,Top 40/Pop / Playlisted,Tiësto & KSHMR ft. Vassy,     ,Nederlandse TOP 40 2015 * WEEK 17 *,4:26,5/12/2015,,Top 40
606,10,,,140,2015,Where are ü now,Top 40/Pop / White / Playlisted,Skrillex & Diplo ft. Justin Bieber,**** ,Nederlandse TOP 40 2015 * WEEK 17 *,4:10,5/12/2015,,Top 40
607,4,,,118,2015,"I don't like it, I love it",Top 40/Pop / Playlisted,Flo Rida ft. Robin Thicke & Verdine White,     ,Nederlandse TOP 40 2015 * WEEK 18 *,3:43,5/12/2015,,Top 40
608,0,,,128,2015,On my way,Top 40/Pop / Playlisted,Axwell & Ingrosso,     ,Nederlandse TOP 40 2015 * WEEK 18 *,4:28,5/12/2015,,Top 40
609,0,,,87.5,2015,Zeg dat niet,Top 40/Pop / Playlisted,Lil' Kleine & Ronnie Flex,     ,Nederlandse TOP 40 2015 * WEEK 18 *,3:27,5/12/2015,,Nederlands
610,0,,,128,2015,Another you,Top 40/Pop / Playlisted,Armin van Buuren ft. Mr. Probz,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:11,5/12/2015,,Top 40
611,0,,,148,2015,Riddles,Top 40/Pop / Playlisted,Kensington,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:28,5/12/2015,,Top 40
612,0,,,122,2015,Headlights,Top 40/Pop / Playlisted,Robin Schulz ft. Ilsey,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:29,5/12/2015,,Top 40
613,1,,,128,2015,The Only Way Is Up (Original Mix),EDM Main / Top 40/Pop / Progressive / Playlisted,Martin Garrix & Tiësto,**** ,The Only Way Is Up,4:50,5/12/2015,,Progressive House
614,1,,,72.5,2013,Shotgun,Trap / Top 40/Pop / Playlisted,Yellow Claw ft. Rochelle,     ,Nederlandse Top 40 week 2013-46,3:12,5/23/2015,2m,
615,0,,,80,2015,See you again,Top 40/Pop / Playlisted,Wiz Khalifa ft. Charlie Puth,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:48,5/19/2015,,Top 40
616,0,,,128,2015,Secrets,Top 40/Pop / Playlisted,Tiësto & KSHMR ft. Vassy,     ,Nederlandse TOP 40 2015 * WEEK 17 *,4:26,5/19/2015,,Top 40
617,2,,,140,2015,Where are ü now,Top 40/Pop / Playlisted,Skrillex & Diplo ft. Justin Bieber,     ,Nederlandse TOP 40 2015 * WEEK 17 *,4:10,5/19/2015,,Top 40
618,0,,,122,2015,Headlights,House / Top 40/Pop / Deep / Playlisted,Robin Schulz ft. Ilsey,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:29,5/19/2015,,Top 40
619,3,,,105,2015,Somebody,Hip Hop / Top 40/Pop / Playlisted,Natalie La Rose ft. Jeremih,**** ,Nederlandse TOP 40 2015 * WEEK 15 *,3:09,5/19/2015,,Top 40
620,0,,,128,2015,Forbidden voices,Top 40/Pop / Playlisted,Martin Garrix,     ,Nederlandse TOP 40 2015 * WEEK 15 *,3:49,5/19/2015,,Top 40
621,0,,,87.5,2015,Zeg dat niet,Top 40/Pop / Playlisted,Lil' Kleine & Ronnie Flex,     ,Nederlandse TOP 40 2015 * WEEK 18 *,3:27,5/19/2015,,Nederlands
622,0,,,148,2015,Riddles,Top 40/Pop / Playlisted,Kensington,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:28,5/19/2015,,Top 40
623,1,,,93.98,2015,Parijs,Top 40/Pop / Playlisted,Kenny B,     ,Nederlandse TOP 40 2015 * WEEK 15 *,3:13,5/19/2015,,Nederlands
624,0,,,123,2015,Hold my hand,Top 40/Pop / Playlisted,Jess Glynne,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:47,5/19/2015,,Top 40
625,0,,,118,2015,"I don't like it, I love it",Top 40/Pop / Playlisted,Flo Rida ft. Robin Thicke & Verdine White,     ,Nederlandse TOP 40 2015 * WEEK 18 *,3:43,5/19/2015,,Top 40
626,0,,,120,2015,Pray to God,Top 40/Pop / Playlisted,Calvin Harris ft. Haim,     ,Nederlandse TOP 40 2015 * WEEK 16 *,3:52,5/19/2015,,Top 40
627,0,,,128,2015,On my way,Top 40/Pop / Playlisted,Axwell & Ingrosso,     ,Nederlandse TOP 40 2015 * WEEK 18 *,4:28,5/19/2015,,Top 40
628,0,,,128,2015,Another you,Dance / House / Top 40/Pop / Progressive / Vocal/Meezinger / White / Playlisted,Armin van Buuren ft. Mr. Probz,     ,Nederlandse TOP 40 2015 * WEEK 19 *,3:11,5/19/2015,,Top 40
629,1,,,140.01,0,Two Princes,Top 40/Pop / Retro/Oud / Playlisted,Topmodelz,     ,,3:44,4/25/2015,11m,
630,0,,,130,2015,I want you to know,Top 40/Pop / Playlisted,Zedd ft. Selena Gomez,     ,Nederlandse TOP 40 2015 * WEEK 12 *,3:58,4/7/2015,,Top 40
631,3,,,114,2015,Younger (Kygo Remix),Dance / House / Top 40/Pop / Chill/Tropical (House) / Deep / White / Playlisted,Seinabo Sey,*****,Nederlandse TOP 40 2015 * WEEK 10 *,5:51,4/7/2015,,Top 40
632,0,,,115,2015,Believe,Top 40/Pop / Playlisted,Mumford & Sons,     ,Nederlandse TOP 40 2015 * WEEK 13 *,3:41,4/7/2015,,Top 40
633,0,,,73.97,2015,Let it go,Top 40/Pop / Playlisted,James Bay,     ,Nederlandse TOP 40 2015 * WEEK 21 *,4:20,6/2/2015,,Top 40
634,7,,,118,2015,Ain't nobody (loves me better),Dance / House / Top 40/Pop / Deep / White / Playlisted,Felix Jaehn ft. Jasmine Thompson,***  ,Nederlandse TOP 40 2015 * WEEK 21 *,3:05,6/2/2015,,Top 40
635,0,,,128.03,2015,We don't make the wind blow,Top 40/Pop / Playlisted,Common Linnets,     ,Nederlandse TOP 40 2015 * WEEK 21 *,3:34,6/2/2015,,Top 40
636,0,,,86,2015,Hey mama,Hip Hop / Trap / Dance / Top 40/Pop / Urban / Playlisted,David Guetta ft. Nicki Minaj & Afrojack,     ,Nederlandse TOP 40 2015 * WEEK 21 *,3:12,6/2/2015,,Top 40
637,3,,,120,2015,Ghost town,Dance / House / Top 40/Pop / Deep / Future / White / Playlisted,Adam Lambert,*****,Nederlandse TOP 40 2015 * WEEK 22 *,3:28,6/2/2015,,Top 40
638,0,,,124,2015,Heroes,Dance / Top 40/Pop / White / Playlisted,Måns Zelmerlöw,**** ,Nederlandse TOP 40 2015 * WEEK 22 *,3:09,6/2/2015,,Top 40
639,0,,,122,2015,Save me,Dance / House / Top 40/Pop / Deep / White / Playlisted,Listenbee,***  ,Nederlandse TOP 40 2015 * WEEK 20 *,3:28,6/2/2015,,Top 40
640,2,,,105,2015,Policeman,Top 40/Pop / Playlisted,Eva Simons,     ,Nederlandse TOP 40 2015 * WEEK 20 *,3:13,6/2/2015,,Top 40
641,15,,,126,2015,Bills,Dance / Top 40/Pop / White / Playlisted,Lunchmoney Lewis,*****,Nederlandse TOP 40 2015 * WEEK 12 *,3:23,6/2/2015,,Top 40
642,3,,,98,2015,Lean on,Top 40/Pop / Playlisted,Major Lazer x DJ Snake ft. Mø,     ,Nederlandse TOP 40 2015 * WEEK 12 *,2:56,6/2/2015,,Top 40
