track_index,dj_play_count,color,artwork,bpm,year,title,tag,artist,rating,album,time,date_added,key,genre
333,9,,,128,2013,Vandaag,House / Top 40/Pop / Deep / Playlisted,Bakermat,     ,Nederlandse Top 40 week 2013-26,5:22,7/5/2013,,Nederlands
334,0,,,127,2013,Hey lady luck (radio edit),Top 40/Pop / Playlisted,Michel Cleis,     ,Nederlandse Top 40 week 2013-26,3:56,7/5/2013,,Top 40
335,0,,,82.5,2013,Mijn liefde,Fout / Top 40/Pop / Playlisted,Gerard Joling & Jandino Asporaat,     ,Nederlandse Top 40 week 2013-26,3:01,7/5/2013,,Nederlands
336,6,,,160,2013,Happy,Top 40/Pop / Playlisted,Pharrell Williams,     ,Nederlandse Top 40 week 2013-33,3:51,8/21/2013,,
337,0,,,107,2013,Made to love,Top 40/Pop / Playlisted,John Legend,     ,Nederlandse Top 40 week 2013-35,4:01,9/12/2013,,Top 40
338,2,,,100,2013,Een barkie,Fout / Dance / Top 40/Pop / Alternative/Indie / Playlisted,De jeugd van tegenwoordig,     ,Nederlandse Top 40 week 2013-35,5:26,9/12/2013,,Nederlands
339,0,,,174,2013,Burn,Top 40/Pop / Playlisted,Ellie Goulding,     ,Nederlandse Top 40 week 2013-36,3:52,9/12/2013,,Top 40
340,0,,,100,2013,"Hold on, we're going home",Top 40/Pop / Playlisted,Drake ft. Majid Jordan,     ,Nederlandse Top 40 week 2013-36,3:47,9/12/2013,,Top 40
341,6,,,123,2013,Ein tag am strand,Top 40/Pop / Playlisted,Eelke Kleijn,     ,Nederlandse Top 40 week 2013-36,6:05,9/12/2013,,Top 40
342,0,,,125.74,2013,Muziek,Top 40/Pop / Playlisted,Marco Borsato ft. Bag2Bank & Ali B,     ,Nederlandse Top 40 week 2013-43,3:44,10/29/2013,,Nederlands
343,0,,,128,2013,Run run,Top 40/Pop / Playlisted,Sharon Doorson,     ,Nederlandse Top 40 week 2013-43,3:14,10/29/2013,,Top 40
344,0,,,125,2013,Wicked games,House / Top 40/Pop / Deep / Playlisted,Parra For Cuva ft. Anna Naklab,     ,Nederlandse Top 40 week 2013-43,3:54,10/29/2013,,Top 40
345,0,,,132,2013,Klaar voor de start,Top 40/Pop / Playlisted,Kinderen voor kinderen,     ,Nederlandse Top 40 week 2013-41,3:03,10/29/2013,,Nederlands
346,0,,,140,2013,Gorilla,Top 40/Pop / Playlisted,Bruno Mars,     ,Nederlandse Top 40 week 2013-41,4:03,10/29/2013,,Top 40
347,0,,,95,2013,J'me tire,Top 40/Pop / Playlisted,Maître Gims,     ,Nederlandse Top 40 week 2013-41,4:10,10/29/2013,,Top 40
348,0,,,90,2013,What now,Top 40/Pop / Playlisted,Rihanna,     ,Nederlandse Top 40 week 2013-40,4:04,10/29/2013,,Top 40
349,0,,,97.01,2013,Blue bittersweet,Top 40/Pop / Playlisted,Ilse DeLange,     ,Nederlandse Top 40 week 2013-40,4:28,10/29/2013,,Top 40
350,0,,,129,2013,Kom eens dichterbij,Fout / Top 40/Pop / Playlisted,Gordon,     ,Nederlandse Top 40 week 2013-40,3:25,10/29/2013,,Nederlands
351,0,,,100,2013,Fields of gold,Top 40/Pop / Playlisted,Coosje Smid,     ,Nederlandse Top 40 week 2013-39,3:00,10/29/2013,,Top 40
352,1,,,120,2013,Wrecking ball,Top 40/Pop / Playlisted,Miley Cyrus,     ,Nederlandse Top 40 week 2013-38,3:41,10/29/2013,,Top 40
353,0,,,116.81,2013,Wait for me,Top 40/Pop / Playlisted,Kings of Leon,     ,Nederlandse Top 40 week 2013-38,3:29,10/29/2013,,Top 40
354,0,,,138,2013,Take your time girl (Live At Ruud De Wild 538),Top 40/Pop / Playlisted,Niels Geusebroek,     ,Nederlandse Top 40 week 2013-37,3:28,10/29/2013,,Top 40
355,0,,,121.66,2013,Oops!.. I did it again (Live @ Evers staat op),Top 40/Pop / Playlisted,Julia van der Toorn,     ,Nederlandse Top 40 week 2013-37,1:54,10/29/2013,,Top 40
356,0,,,135.95,2013,Atlas,Top 40/Pop / Playlisted,Coldplay,     ,Nederlandse Top 40 week 2013-37,3:56,10/29/2013,,Top 40
357,0,,,127.83,2013,Booyah,Top 40/Pop / Playlisted,Showtek ft. We are loud & Sonny Wilson,     ,Nederlandse Top 40 week 2013-37,3:35,10/29/2013,,Top 40
358,0,,,127.47,2013,Lifted,Top 40/Pop / Playlisted,Naughty Boy ft. Emeli Sande & Professor Green,     ,Nederlandse Top 40 week 2013-37,3:17,10/29/2013,,Top 40
359,0,,,96,2012,The wrong direction,Top 40/Pop / Playlisted,Passenger,     ,Nederlandse Top 40 week 2013-42,3:39,10/29/2013,,Top 40
360,0,,,127,2013,Man with the red face (Hardwell Remix),EDM Main / Top 40/Pop / Progressive / Playlisted,Mark Knight and Funkagenda,     ,Nederlandse Top 40 week 2013-42,6:03,10/29/2013,,Top 40
361,1,,,128,0,#Pantsdown,EDM Main / Top 40/Pop / Big Room / Playlisted,The Partysquad  ,     ,,5:48,10/29/2013,,
362,2,,,92.01,2013,Why'd You Only Call Me When You're High?,Rock / Top 40/Pop / Playlisted,Arctic Monkeys,     ,AM,2:41,10/29/2013,,Alternative
363,0,,,72.01,2013,The addict,Top 40/Pop / Playlisted,Bo Saris,     ,Nederlandse Top 40 week 2013-41,3:43,10/29/2013,,Top 40
364,0,,,128,2013,Beautiful life,Top 40/Pop / Playlisted,Armin van Buuren ft. Cindy Alma,     ,Nederlandse Top 40 week 2013-40,3:01,10/29/2013,,Top 40
365,0,,,83.23,2013,Wings,Top 40/Pop / Playlisted,Birdy,     ,Nederlandse Top 40 week 2013-39,4:13,10/29/2013,,Top 40
366,18,,,125,2013,You make me,Top 40/Pop / Playlisted / PARTY!!!,Avicii ft. Salem Al Fakir,     ,Nederlandse Top 40 week 2013-37,3:04,10/29/2013,,Top 40
367,0,,,97,2013,Mannenharten,Top 40/Pop / Playlisted,BL?F & Nielson,     ,Nederlandse Top 40 week 2013-42,3:29,10/29/2013,,Nederlands
368,6,,,125,2013,Hey brother,Top 40/Pop / Playlisted,Avicii,     ,Nederlandse Top 40 week 2013-42,4:15,10/29/2013,,Top 40
369,0,,,166.01,2013,Wigger,Top 40/Pop / Playlisted,Anouk,     ,Nederlandse Top 40 week 2013-39,3:28,10/29/2013,,Top 40
370,1,,,129.98,2013,Cups (When I'm gone),Top 40/Pop / Playlisted,Anna Kendrick,     ,Nederlandse Top 40 week 2013-41,2:07,10/29/2013,,Top 40
371,2,,,126,2013,The spark,EDM Main / Top 40/Pop / Big Room / Playlisted,Afrojack ft. Spree Wilson,     ,Nederlandse Top 40 week 2013-42,4:00,10/29/2013,6d,Top 40
372,7,,,125,0,Goldfish - One Million Views ft. John Mani,Funk / Top 40/Pop / Retro/Oud / Playlisted,Goldfish,     ,,3:52,10/29/2013,,
373,0,,,110,2013,The monster,Top 40/Pop / Playlisted,Eminem ft. Rihanna,     ,Nederlandse Top 40 week 2013-45,4:10,11/13/2013,,Top 40
374,0,,,121,2013,Story of my life,Top 40/Pop / Playlisted,One Direction,     ,Nederlandse Top 40 week 2013-45,4:05,11/13/2013,,Top 40
375,40,,,130,2013,Timber,Dance / Top 40/Pop / Urban / Playlisted,Pitbull ft. Ke$ha,     ,Nederlandse Top 40 week 2013-45,3:22,11/13/2013,,Top 40
376,0,,,128,2013,Countdown,EDM Main / Top 40/Pop / Big Room / Playlisted,Hardwell & MAKJ,     ,Nederlandse Top 40 week 2013-45,4:38,11/13/2013,4m,Top 40
377,15,,,128,2013,Yee,EDM Main / Top 40/Pop / Big Room / Playlisted,Deorro,*****,Nederlandse Top 40 week 2013-45,3:30,11/13/2013,12d,Top 40
378,1,,,85,2013,All of me,Top 40/Pop / Playlisted,John Legend,     ,Nederlandse Top 40 week 2013-44,4:29,11/13/2013,,Top 40
379,0,,,80.59,2013,Sinterklaas (Wie kent hem niet),Top 40/Pop / Playlisted,Henk & Henk,     ,Nederlandse Top 40 week 2013-44,3:13,11/13/2013,,Top 40
380,0,,,128,2013,Where we belong,Dance / EDM Main / Top 40/Pop / Progressive / White / Playlisted,Fedde Le Grand ft. Di-Rect,     ,Nederlandse Top 40 week 2013-44,3:58,11/13/2013,,Top 40
381,0,,,129,2013,Unconditionally,Top 40/Pop / Playlisted,Katy Perry,     ,Nederlandse Top 40 week 2013-44,3:48,11/13/2013,,Top 40
382,0,,,88.98,2013,Full circle,Top 40/Pop / Playlisted,Half Moon Run,     ,Nederlandse Top 40 week 2013-44,3:01,11/13/2013,,Top 40
383,0,,,82.03,2014,Trumpets,Top 40/Pop / Playlisted,Jason Derulo,     ,Nederlandse Top 40 2014 * week 02 *,3:37,1/16/2014,,Top 40
384,0,,,107,2014,Liar liar,Top 40/Pop / Playlisted,Cris Cab.,     ,Nederlandse Top 40 2014 * week 02 *,3:33,1/16/2014,,Top 40
385,0,,,86.48,2014,Yeah yeah,Top 40/Pop / Playlisted,Sam Means,     ,Nederlandse Top 40 2014 * week 02 *,2:02,1/16/2014,,Top 40
386,1,,,125,2014,Red lights,Top 40/Pop / Playlisted,Tiësto,     ,Nederlandse Top 40 2014 * week 02 *,4:24,1/16/2014,,Top 40
387,5,,,132,2014,Dark Horse (ft. Juicy J),Top 40/Pop / Playlisted,Katy Perry,     ,Nederlandse Top 40 2014 * week 04 *,3:35,1/28/2014,,Top 40
388,0,,,128,2014,We like to party,EDM Main / Top 40/Pop / Big Room / Playlisted,Showtek,**** ,Nederlandse Top 40 2014 * week 04 *,4:41,1/28/2014,,Top 40
389,0,,,85,2014,XO,Top 40/Pop / Playlisted,Beyoncé,     ,Nederlandse Top 40 2014 * week 01 *,3:36,1/28/2014,,Top 40
390,0,,,130,2014,Save my night,Top 40/Pop / Playlisted,Armin Van Buuren,     ,Nederlandse Top 40 2014 * week 03 *,5:37,1/28/2014,,Top 40
391,0,,,170,2014,Rough water,Top 40/Pop / Playlisted,Travie McCoy ft. Jason Mraz,     ,Nederlandse Top 40 2014 * week 03 *,3:39,1/28/2014,,Top 40
392,2,,,150,2014,Kop in het zand,Top 40/Pop / Playlisted,Nielson,**   ,Nederlandse TOP 40 2014 * WEEK 12 *,3:18,4/15/2014,,Nederlands
393,8,,,128,2014,#Selfie,EDM Main / Top 40/Pop / Electro House / White / Playlisted,The Chainsmokers,*****,Nederlandse TOP 40 2014 * WEEK 12 *,4:00,4/15/2014,,Top 40
394,14,,,121.2,2014,My love,House / Top 40/Pop / Deep / Playlisted,Route 94 ft. Jess Glynne,     ,Nederlandse TOP 40 2014 * WEEK 13 *,2:25,4/15/2014,,Top 40
395,0,,,86,2014,The man,Top 40/Pop / Playlisted,Aloe Blacc,     ,Nederlandse TOP 40 2014 * WEEK 13 *,4:15,4/15/2014,,Top 40
396,0,,,116,2014,Calm after the storm,Top 40/Pop / Playlisted,The Common Linnets,     ,Nederlandse TOP 40 2014 * WEEK 13 *,3:04,4/15/2014,,Top 40
397,0,,,86,2014,Not a bad thing,Top 40/Pop / Playlisted,Justin Timberlake,     ,Nederlandse TOP 40 2014 * WEEK 13 *,5:07,4/15/2014,,Top 40
398,0,,,71,2014,You & I,Top 40/Pop / Playlisted,Anouk,     ,Nederlandse TOP 40 2014 * WEEK 10 *,3:53,4/15/2014,,Top 40
399,2,,,100,2014,Best day of my life,Top 40/Pop / Playlisted,American Authors,     ,Nederlandse TOP 40 2014 * WEEK 10 *,3:12,4/15/2014,,Top 40
400,1,,,125,2014,Gecko,Top 40/Pop / Playlisted,Oliver Heldens,     ,Nederlandse TOP 40 2014 * WEEK 10 *,4:42,4/15/2014,,Top 40
401,5,,,117.29,2014,Marilyn Monroe,Funk / Top 40/Pop / Retro/Oud / Playlisted,Pharrell Williams,***  ,Nederlandse TOP 40 2014 * WEEK 11 *,5:51,4/15/2014,,Top 40
402,1,,,93.47,2014,Magic,Top 40/Pop / Playlisted,Coldplay,**   ,Nederlandse TOP 40 2014 * WEEK 11 *,4:45,4/15/2014,,Top 40
403,1,,,110,2014,Tous les mêmes,Dance / Top 40/Pop / White / Playlisted,Stromae,     ,Nederlandse TOP 40 2014 * WEEK 11 *,3:31,4/15/2014,,Top 40
404,7,,,126,2013,Changes,House / Top 40/Pop / Deep / Playlisted,Faul & Wad Ad vs. Pnau,**** ,Nederlandse TOP 40 2014 * WEEK 11 *,3:22,4/15/2014,,Top 40
405,15,,,128,2014,Summer,Dance / Top 40/Pop / White / Playlisted,Calvin Harris,     ,Nederlandse TOP 40 2014 * WEEK 14 *,3:39,4/15/2014,,Top 40
406,0,,,88.09,2014,Mooie dag,Top 40/Pop / Playlisted,Jayh,     ,Nederlandse TOP 40 2014 * WEEK 14 *,2:27,4/15/2014,,Nederlands
407,0,,,87,2014,Chandelier,R&B / Top 40/Pop / Playlisted,Sia,***  ,Nederlandse TOP 40 2014 * WEEK 14 *,3:36,4/15/2014,,Top 40
408,0,,,93,2014,Ik meen het,Top 40/Pop / Playlisted,Edwin Evers Band,     ,Nederlandse TOP 40 2014 * WEEK 15 *,3:22,4/15/2014,,Nederlands
409,0,,,146,2014,Loves me not,Top 40/Pop / Playlisted,Cris Cab,     ,Nederlandse TOP 40 2014 * WEEK 15 *,3:36,4/15/2014,,Top 40
410,1,,,127,2014,Ten feet tall,Top 40/Pop / Playlisted,Afrojack ft. Wrabel,     ,Nederlandse TOP 40 2014 * WEEK 08 *,3:50,4/15/2014,,Top 40
411,0,,,145.02,2014,Legendary lane,Top 40/Pop / Playlisted,Dinand Woesthoff,     ,Nederlandse TOP 40 2014 * WEEK 08 *,3:41,4/15/2014,,Top 40
412,0,,,77.5,2014,Zusje,Dance / Top 40/Pop / White / Playlisted,Ronnie Flex ft. Mr. Polska,     ,Nederlandse TOP 40 2014 * WEEK 08 *,3:20,4/15/2014,,Nederlands
413,0,,,89.88,2014,Demons,Top 40/Pop / Playlisted,Imagine Dragons,     ,Nederlandse TOP 40 2014 * WEEK 08 *,2:54,4/15/2014,,Top 40
414,0,,,128,2014,Shot me down,Top 40/Pop / Playlisted,David Guetta ft. Skylar Grey,     ,Nederlandse TOP 40 2014 * WEEK 08 *,5:15,4/15/2014,,Top 40
415,0,,,92.31,2014,In your arms,Top 40/Pop / Playlisted,Chef' Special,     ,Nederlandse TOP 40 2014 * WEEK 09 *,3:33,4/15/2014,,Top 40
416,1,,,100,2014,Team,Top 40/Pop / Playlisted,Lorde,     ,Nederlandse TOP 40 2014 * WEEK 09 *,3:11,4/15/2014,,Top 40
417,0,,,140,2014,Drunk in love,Hip Hop / Top 40/Pop / Playlisted,Beyoncé ft. Jay-Z,**** ,Nederlandse TOP 40 2014 * WEEK 09 *,5:23,4/15/2014,,Top 40
418,0,,,144.01,2013,Formidable,Top 40/Pop / Playlisted,Cheyenne Toney,     ,Nederlandse Top 40 week 2013-51,3:46,1/9/2014,,Top 40
419,0,,,126.03,2013,Wake me up,Top 40/Pop / Playlisted,Jamai,     ,Nederlandse Top 40 week 2013-51,3:31,1/28/2014,,Top 40
420,1,,,128,2013,"Eat, sleep, rave, repeat (Calvin Harris Remix)",Top 40/Pop / Playlisted,Fatboy Slim & Riva Starr ft. Beardyman,     ,Nederlandse Top 40 week 2013-51,4:43,1/28/2014,,Top 40
421,0,,,128,2013,Flute,Top 40/Pop / Playlisted,New world sound & Thomas Newson,     ,Nederlandse Top 40 week 2013-51,4:47,1/28/2014,,Top 40
422,0,,,108,2013,Say heaven say hell,Top 40/Pop / Playlisted,Miss Montreal,     ,Nederlandse Top 40 week 2013-51,3:46,1/28/2014,,Top 40
423,0,,,120,2013,Underneath the tree,Top 40/Pop / Playlisted,Kelly Clarkson,     ,Nederlandse Top 40 week 2013-52,3:49,1/28/2014,,Top 40
424,0,,,82.03,2013,Trumpets,Hip Hop / Dance / Top 40/Pop / Vocal/Meezinger / White / Playlisted,Jason Derulo,**** ,Nederlandse Top 40 week 2013-48,3:37,1/28/2014,1d,Top 40
425,0,,,125.01,2013,Hard out here,Top 40/Pop / Playlisted,Lily Allen,     ,Nederlandse Top 40 week 2013-48,3:31,1/28/2014,,Top 40
426,3,,,120,2013,Look right through,House / Top 40/Pop / Deep / Playlisted,Storm Queen,     ,Nederlandse Top 40 week 2013-48,2:28,1/28/2014,,Top 40
427,0,,,128,2013,Dare you,Top 40/Pop / Playlisted,Hardwell ft. Matthew Koma,     ,Nederlandse Top 40 week 2013-48,3:38,1/28/2014,,Top 40
428,0,,,140.98,2013,Ik zou het zo weer overdoen,Top 40/Pop / Playlisted,Marco Borsato ft. Trijntje Oosterhuis,     ,Nederlandse Top 40 week 2013-47,4:06,1/28/2014,,Nederlands
429,0,,,125,2013,Jubel,House / Top 40/Pop / Deep / Playlisted,Klingande,     ,Nederlandse Top 40 week 2013-47,4:43,1/28/2014,,Top 40
430,0,,,122.04,2013,This is what it feels like (John Ewbank Classical Remix),Top 40/Pop / Playlisted,Armin Van Buuren ft. Trevor Guthrie,     ,Nederlandse Top 40 week 2013-47,3:11,1/28/2014,,Top 40
431,0,,,72.5,2013,Shotgun,Trap / Top 40/Pop / Playlisted,Yellow Claw ft. Rochelle,     ,Nederlandse Top 40 week 2013-46,3:12,1/28/2014,,
432,1,,,144,2013,Formidable,Dance / Top 40/Pop / White / Playlisted,Stromae,     ,Nederlandse Top 40 week 2013-46,3:34,1/28/2014,,
433,0,,,76.02,2013,I see fire,Top 40/Pop / Playlisted,Ed Sheeran,     ,Nederlandse Top 40 week 2013-46,4:55,1/28/2014,,
434,1,,,107,2013,Liar liar,Top 40/Pop / Playlisted,Cris Cab.,     ,Nederlandse Top 40 week 2013-46,3:33,1/28/2014,,
435,4,,,138.01,2014,Can't remember to forget you,Dance / Top 40/Pop / White / Playlisted,Shakira ft. Rihanna,***  ,Nederlandse Top 40 2014 * week 05 *,3:26,2/20/2014,,Top 40
436,0,,,122,2014,Set it off,House / Top 40/Pop / Deep / Playlisted,Tube & Berger ft. Juliet Sikora,***  ,Nederlandse Top 40 2014 * week 05 *,6:20,2/20/2014,,Top 40
437,0,,,124,2014,Promises of no man's land,Rock / Top 40/Pop / Alternative/Indie / Playlisted,Blaudzun,**   ,Nederlandse Top 40 2014 * week 05 *,3:34,2/20/2014,,Top 40
438,0,,,78,2014,Strong,Top 40/Pop / Playlisted,London Grammar,*    ,Nederlandse Top 40 2014 * week 06 *,3:59,2/20/2014,,Top 40
439,0,,,133.97,2014,Mag ik dan bij jou,Top 40/Pop / Playlisted,Claudia de Breij,     ,Nederlandse Top 40 2014 * week 06 *,3:26,2/20/2014,,Top 40
440,0,,,120,2014,John Doe,Top 40/Pop / Playlisted,B.O.B ft. Priscilla,**   ,Nederlandse Top 40 2014 * week 06 *,3:32,2/20/2014,,Top 40
441,3,,,114,2014,Stolen dance,Rock / Top 40/Pop / Alternative/Indie / Playlisted,Milky Chance,**** ,Nederlandse Top 40 2014 * week 06 *,5:10,2/20/2014,,Top 40
442,0,,,144.28,2014,Dankbaarheid,Top 40/Pop / Playlisted,Gers Pardoel,     ,Nederlandse Top 40 2014 * week 06 *,3:53,2/20/2014,,Nederlands
443,2,,,128,2014,Addicted to you,Top 40/Pop / Playlisted,Avicii,***  ,Nederlandse Top 40 2014 * week 07 *,2:27,2/20/2014,,Top 40
444,4,,,121,2014,Rather be,Top 40/Pop / Playlisted,Clean Bandit ft. Jess Glynne,***  ,Nederlandse Top 40 2014 * week 07 *,4:11,2/20/2014,,Top 40
445,0,,,128,2014,Budapest,Top 40/Pop / Playlisted,George Ezra,     ,Nederlandse Top 40 2014 * week 07 *,3:21,2/20/2014,,Top 40
446,0,,,94.04,2014,Say something,Top 40/Pop / Playlisted,A Great Big World ft. Christina Aguilera,     ,Nederlandse Top 40 2014 * week 07 *,3:47,2/20/2014,,Top 40
447,0,,,140,2012,50 Ways To Say Goodbye,Top 40/Pop / Playlisted,Train,     ,Nederlandse Top 40 week 30 2012,4:06,2/20/2014,,Top 40
448,8,,,123,2014,Hideaway,Dance / House / Top 40/Pop / Deep / White / Playlisted,Kiesza,**** ,Nederlandse TOP 40 2014 * WEEK 19 *,4:12,5/13/2014,,Top 40
449,49,,,112,2014,Wasted,Dance / Top 40/Pop / White / Playlisted / PARTY!!!,Tiësto ft. Matthew Koma,**** ,Nederlandse TOP 40 2014 * WEEK 19 *,3:08,5/13/2014,3d,Top 40
450,2,,,175,2014,Nobody to love,Drum And Bass / Top 40/Pop / Playlisted,Sigma,     ,Nederlandse TOP 40 2014 * WEEK 19 *,3:09,5/13/2014,,Top 40
451,46,,,100,2013,Turn Down For What,Hip Hop / Top 40/Pop / Playlisted,DJ Snake & Lil Jon,**** ,Turn Down For What - Single,3:33,5/11/2014,,Dance
452,17,,,130,2012,Ik Vind Je Lekker,Fout / Top 40/Pop / PARTY!!! / Hack Tag,De Kraaien,     ,Ik Vind Je Lekker,3:32,2/14/2013,,Pop
453,0,,,116,2014,Calm after the storm,Top 40/Pop / Playlisted,The Common Linnets,     ,Nederlandse TOP 40 2014 * WEEK 20 *,3:31,5/28/2014,,Top 40
454,1,,,125,2014,A sky full of stars,Dance / EDM Main / Top 40/Pop / Progressive / White / Playlisted,Coldplay,***  ,Nederlandse TOP 40 2014 * WEEK 20 *,4:28,5/28/2014,,Top 40
455,5,,,117.5,2014,Love never felt so good,Funk / Dance / Top 40/Pop / Retro/Oud / White / Playlisted,Michael Jackson & Justin Timberlake,**   ,Nederlandse TOP 40 2014 * WEEK 20 *,4:05,5/28/2014,,Top 40
456,0,,,103,2014,Problem,Hip Hop / Top 40/Pop / Playlisted,Ariana Grande ft. Iggy Azalea,***  ,Nederlandse TOP 40 2014 * WEEK 20 *,3:13,5/28/2014,,Top 40
457,0,,,121,2014,Stay high (Habits remix),DubStep / House / Top 40/Pop / Deep / Playlisted,Tove Lo ft. Hippie Sabotage,***  ,Nederlandse TOP 40 2014 * WEEK 21 *,4:18,5/28/2014,,Top 40
458,0,,,120,2014,Love runs out,Top 40/Pop / Playlisted,OneRepublic,     ,Nederlandse TOP 40 2014 * WEEK 21 *,3:43,5/28/2014,,Top 40
459,6,,,99,2014,Louise,Top 40/Pop / White / Playlisted,Gers Pardoel,***  ,Nederlandse TOP 40 2014 * WEEK 21 *,2:54,5/28/2014,,Nederlands
460,3,,,130,2014,Home,Rock / Top 40/Pop / Alternative/Indie / Playlisted,Dotan,**   ,Nederlandse TOP 40 2014 * WEEK 21 *,4:26,5/28/2014,,Top 40
461,6,,,100,2014,Turn down for what,Top 40/Pop / Playlisted,DJ Snake & Lil Jon,     ,Nederlandse TOP 40 2014 * WEEK 21 *,3:33,5/28/2014,,Top 40
462,0,,,84,2014,Streets,Top 40/Pop / Playlisted,Kensington,     ,Nederlandse TOP 40 2014 * WEEK 16 *,3:07,5/28/2014,,Top 40
463,1,,,134,2014,Money on my mind,House / Top 40/Pop / Deep / House Real / Playlisted,Sam Smith,***  ,Nederlandse TOP 40 2014 * WEEK 16 *,3:14,5/28/2014,,Top 40
464,3,,,120,2014,Am I wrong,Top 40/Pop / White / Playlisted,Nico & Vinz,     ,Nederlandse TOP 40 2014 * WEEK 16 *,4:04,5/28/2014,,Top 40
465,3,,,126,2014,Birthday,Dance / Top 40/Pop / White / Playlisted,Katy Perry,     ,Nederlandse TOP 40 2014 * WEEK 16 *,3:34,5/28/2014,,Top 40
466,0,,,174.98,2014,Hero,Top 40/Pop / Playlisted,Family of the year,     ,Nederlandse TOP 40 2014 * WEEK 18 *,3:10,5/28/2014,,Top 40
467,0,,,144.02,2014,Bløf,Top 40/Pop / Playlisted,Spijt heb je morgen maar,     ,Nederlandse TOP 40 2014 * WEEK 18 *,2:56,5/28/2014,,Nederlands
468,5,,,128,2014,Bad,Dance / Top 40/Pop / White / Playlisted / PARTY!!!,David Guetta & Showtek ft. Vassy,     ,Nederlandse TOP 40 2014 * WEEK 17 *,3:13,5/28/2014,,Top 40
469,14,,,120,2014,Sing,Funk / Top 40/Pop / Retro/Oud / Playlisted,Ed Sheeran,     ,Nederlandse TOP 40 2014 * WEEK 17 *,3:21,5/28/2014,,Top 40
470,1,,,120.17,2014,Come get it bae,Top 40/Pop / Playlisted,Pharrell Williams ft. Miley Cyrus,     ,Nederlandse TOP 40 2014 * WEEK 22 *,3:21,6/17/2014,,Top 40
471,0,,,85,2014,Stay with me,Top 40/Pop / Playlisted,Sam Smith,     ,Nederlandse TOP 40 2014 * WEEK 23 *,2:52,6/17/2014,,Top 40
472,0,,,128,2014,Tremor (Sensation 2014 Anthem),Top 40/Pop / Playlisted,"Dimitri Vegas, Martin Garrix & Like Mike",     ,Nederlandse TOP 40 2014 * WEEK 23 *,4:54,6/17/2014,,Top 40
473,21,,,82,2014,Wiggle,Top 40/Pop / Playlisted,Jason Derulo ft. Snoop Dogg,     ,Nederlandse TOP 40 2014 * WEEK 23 *,3:13,6/17/2014,,Top 40
474,0,,,126,2014,Legendary lovers,Top 40/Pop / Playlisted,Katy Perry,     ,Nederlandse TOP 40 2014 * WEEK 24 *,3:44,6/17/2014,,Top 40
475,0,,,125,2014,We Are One (Ole Ola),Dance / Top 40/Pop / Urban / Playlisted,Pitbull ft. Jennifer Lopez & Claudia Leitte,     ,Nederlandse TOP 40 2014 * WEEK 24 *,3:42,6/17/2014,,Top 40
476,0,,,128,2014,Knock you out,Top 40/Pop / Playlisted,Bingo Players,     ,Nederlandse TOP 40 2014 * WEEK 25 *,2:50,7/1/2014,,Top 40
477,9,,,125,2014,Step back,House / Top 40/Pop / Garage / House Real / Playlisted,Chocolate Puma ft. Kris Kiss,*****,Nederlandse TOP 40 2014 * WEEK 25 *,2:51,7/1/2014,,Top 40
478,1,,,128,2014,Ta Fête,Dance / Top 40/Pop / White / Playlisted,Stromae,     ,Nederlandse TOP 40 2014 * WEEK 26 *,2:54,7/1/2014,,Top 40
479,0,,,122,2014,Bullit,House / Top 40/Pop / Deep / Playlisted,Watermät,**** ,Nederlandse TOP 40 2014 * WEEK 26 *,3:13,7/1/2014,,Top 40
480,0,,,127,2014,Clean Bandit ft. Sharna Bass - Extraordinary,Top 40/Pop / Playlisted,Clean Bandit ft. Sharna Bass - Extraordinary,     ,Nederlandse TOP 40 2014 * WEEK 26 *,4:15,7/1/2014,,Top 40
481,0,,,115,2014,Angel in blue jeans,Top 40/Pop / Playlisted,Train,     ,Nederlandse TOP 40 2014 * WEEK 31 *,3:24,8/20/2014,,Top 40
482,3,,,128,2014,Gold skies,EDM Main / Top 40/Pop / Progressive / Playlisted,"Sander Van Doorn, Martin Garrix & DVBBS ft. Aleesia",*****,Nederlandse TOP 40 2014 * WEEK 30 *,3:55,8/20/2014,,Top 40
483,0,,,120,2014,Maps,Top 40/Pop / Playlisted,Maroon 5,     ,Nederlandse TOP 40 2014 * WEEK 27 *,3:09,8/20/2014,,Top 40
484,2,,,144,2014,Rude,Top 40/Pop / Playlisted,Magic,     ,Nederlandse TOP 40 2014 * WEEK 29 *,3:43,8/20/2014,8d,Top 40
485,8,,,123,2014,Prayer In C (Robin Schulz Remix),House / Top 40/Pop / Deep / Playlisted,Lilly Wood & the Prick and Robin Schulz,     ,Nederlandse TOP 40 2014 * WEEK 27 *,5:20,8/20/2014,,Top 40
486,3,,,95,2014,Fancy,Top 40/Pop / Playlisted,Iggy Azalea ft. Charli XCX,     ,Nederlandse TOP 40 2014 * WEEK 27 *,3:18,8/20/2014,,Top 40
487,0,,,129.12,2014,Take me to church,Top 40/Pop / Playlisted,Hozier,     ,Nederlandse TOP 40 2014 * WEEK 28 *,4:00,8/20/2014,,Top 40
488,9,,,91,2014,Bailando,Latin / Top 40/Pop / Playlisted,"Enrique Iglesias ft. Sean Paul, Descemer Bueno & Gente de Zona",*****,Nederlandse TOP 40 2014 * WEEK 31 *,4:02,8/20/2014,,Top 40
